User,Review Year,Ratings,Review
Naim Musa,2021,5, Meet expectations
Jude,2021,5, What I expected
Ernest,2021,5, Everything was on time!!
Anthony,2021,5, Perfect
Don,2020,5, Worth it
Amazon Customer,2021,5, Awesome
Jorge Febo,2021,5, I got one
Jesus evangelista,2021,5, Quality
Amazon Customer,2021,5, Amazing. Loving every minute of gameplay.
PeteR,2021,5, Beast gaming console
J. M. Wilkinson,2021,5, Awesome
A,2021,5, Great
KenL,2021,5, Finally!
Nathan K,2020,5, Just writing a review to let everyone know that I got Day 1 PS5
clarence terry,2021,5, Great
Jose,2021,5, Ps5 is fuego!
Justin Durr,2020,5, I beat the scalpers!
Ray Villegas,2021,5, Best Next Gen Console On The Market!
Jonathon E. Stark,2020,5, All its supposed to be
Cyoung,2021,5, PS Fan
Aidan Bundy,2020,5, Breathtaking
WLlewelyn,2021,5, Perfect
Mrs_luck3,2021,5, Love it
ANDREA,2021,5, New Gen is AMAZING!!!
ForgottenKing,2020,5, Get one !
Jeremy,2021,5, I think I’m in love🥰
Jabaree,2021,5, PlayStation 5
G snyder,2021,5, Great console!
Jose Paredes,2021,5, Love Sony
Antonio Gonzalez,2021,5, Great.
Jose Corrales,2020,5, Great console!
Matthew Mertz,2021,5, The fact that I got one. Amazing
Tucker smith,2020,5, Way better than xbox
Maurice Henry,2021,5, Great product!
Ruan,2021,5, Amazing Console!
Joyce Muoio,2021,5, Shipped before eta. Awesome!
Amazon Customer,2020,5, Awesome console
Qi Zong Liang,2021,5, This is the best console right now! The hottest console of all
Amazon Customer,2021,5, It works
James W.,2021,5, Quick shipping
Edwina Mitchell,2020,5, The best gaming consol of all time.
Milly,2021,5, Great!
Luis Rodriguez,2020,5, My precious!!!
Andrew olasaba,2020,5, Super Dope
Brendan Lamacchia,2021,5, Quality
Sami,2021,5, Best
Joker,2021,5," If you didn’t get a ps5,Xbox"
Chris,2021,5, Best Console Ever
Jose pina,2021,5, Ps5
Vee B,2021,5, Worthy!
Conner Lewis,2020,5, Great!!
Aziz,2021,5, 👍
Tiffany C,2021,5, Great gift item!
Yamani Green,2021,5, PS5
Raina,2021,5, Love the ps5
Robert J. Hernandez,2021,5, Amazing
Travis Jernigan,2021,5, It’s a beautiful thing
Ankit Hriday,2021,5, Arrived on time
argimiro artiles,2021,4, Too big
Amazonian,2021,4, Bought 2
Parnell spears,2021,5, Good system
Bri Nelson,2021,5, Super happy!
Noah Johnson,2021,5, Finally got one
Jayson Charles,2021,5, Awesome
John T.,2021,5, It’s a awesome machine
John sun,2021,5, Great gaming experience
Ricardo Colon,2021,5, The best!
Kenny S.,2020,5," Awesome console, an Amazon delivered on launch day!"
Darius,2020,5, Exceptional & Exquisite
Samar Dahal,2020,5, Really a NEXT GENERATION CONSOLE.
tarek aziz,2021,5, Amazon got this down to a science!
Steven Arthur,2021,5, Awesome
Charlie Contreras,2021,5, Easy checkout great console
Sergio,2021,5, Best way to play bugsnacks
Ian,2021,5, Hell yeah
toonoo,2021,5, As advertised
Audrey Moritz,2021,5, Next level gaming 👌
G.T,2020,3, No 1440p Resolution support
Robert J. Affleck,2021,5, As advertised
Mom’s music 💓,2020,5, So happy!!
Melanie Dinger,2021,5, Perfect gift
Nick ibrahim,2021,5, 10/10 my kids love it!
George Henin,2021,5, Copping an easy ps5!!
A. J. Gillespie,2021,5," Quick delivery, packaging was great!"
Timothy Williams,2021,5, Awesome
Badhabitsz,2020,5, PS5
Saurabh Tanna,2021,5, Love it!
Matthew,2021,5, It lived up to the hype
Ruthyviolet,2021,5, Thank you amazon!
luigithebeast,2020,5, Dope console.
J,2021,5, Got a ps5
Cameron King,2021,5, Nice
David,2021,5, PS5
Allen Alvarez,2021,5, I got it Thanks to Amazon
nestor cardenas,2020,5, Amazing
Amazon Customer,2021,5, Brand New in box as advertised 👍🏾👍🏾
Nicholas Maxwell,2021,5, Amazing
Alex Czarniak,2021,5, Got It 4/24/21 @ 499$
Mitchell,2021,5, Truly next gen.
Dobby,2021,5, Love it
Cintia chico,2021,5, Love it!
Dominique Tate,2021,5, Finally!!!!!
Gabe,2020,5, Games
Walter Feliciano,2021,5, PS5
Hemanth Bangalore,2021,5, Shipped in expected form
Kain Bailey,2021,5, I love this so much lol
Lewis gullone,2021,5, Fast shipping!
Francisco Romo,2021,5, PS5 heaven!!!
Bob234,2021,5, Worth upgrading from PS4
Nida Dillard,2021,5, Worth the buy
Pavel Pena Diaz,2021,5, Awesome
sa xiong,2021,4, Take that scalpers
DJ Geaux,2021,5, Finally!!!
Carson,2021,5, Gameplay
Luis k,2021,5, ha ha I have one you have none
Visionary Courses,2021,5, WORTH EVERY DOLLAR
Augusto rosa,2021,5, Best
Matt Ferrara,2021,5, Awesome
Raphael R.,2021,5, Sony the best
Aleana Johnson,2022,2, It was used
Hernan2242,2021,5, NOT A BOT
Nickolas Alaniz,2021,5, Great!
Lea McMannen,2021,5, brand new
Clift,2021,5, Great system
Tu Xiong,2021,4, Challenging
Darrien Grays,2021,5, It's amazing!
Jonathan,2021,5, PS5 is the Best Console.
Officer penguin,2021,5, Wow
Exekuter,2021,5, Well built
Lawson Davidson,2021,5, Good keep buying
Ruben Vargas,2021,5, Awesome
Akabach Younous,2021,5, They delivered it safe and nice
Harold herrera,2021,5, Excelente
Kevin King,2021,5," Next Gen, best Gen"
PeterNguyen,2021,5, Lucky enough to get one
Z.L.,2021,5, I just love it!
Desiree Keylon,2021,5, Ps5
Devin Willis,2021,5, PlayStation does it again...
morales morales,2021,5, The best console!!!
Rafael Zamot,2021,5, Fast and good condition
ebony62709,2021,5, Fun
Xander Fergerstrom,2021,5, It good
terrence goh,2021,5, amazing games
Riley,2021,5, Aw Yiss
Blake Stewart,2021,5, Ps5 Disl
M.,2021,5, Awesome console
GREGORY P,2021,5, Always buy the blue ray version
J K,2021,5, Video Game Bliss
Jean-Baptiste family,2021,5, Ps5 Rocks & so does Amazon!!!
JB,2021,5, PS5
Zahir,2021,5," More than expectations, fun"
Chris Wilmoth,2021,5, Fantastic games console!
Chris,2021,5, It’s great
Rusty Shaklefold,2021,5, Ya mad bruh
Nicolas Machado,2021,5, Ps5
Dominic,2021,5, Awesome product
chef,2021,5, Happiness
David Jimenez,2021,5, Say goodbye to your girlfriend/wife.
Marvin hernandez,2021,5, PS5
Aaron Garza,2021,5, Finally
Hector Calderon,2021,5, Video Game console
78LSXMONTE,2021,5, It's the best there is
Amazon Customer,2021,5, Great product
Amazon Customer,2021,5, Bless Up
Daniel H.,2021,5, Worth the $$$
TheChildOfRage,2021,5, Dedication
Marshall J. Stokes,2021,5, Next Gen Gaming
Cory Jimenez Jr,2021,5, PS5 forevee
Jake Delaney,2021,5, Excellent
Michael Mathews,2021,5, Greatest experience ever!!
Jerrod S.,2021,5, Awesome
Douglas Miranda,2021,5, PlayStation 5
Erin Wilson,2021,5, Good entertainment
SD,2021,5, Finally
Marlon B,2021,5, PS5
Wes,2021,5, AWESOME
CJ,2021,5, Worth it 👍
Alexander,2021,5, Greatest
Matthew Tipps,2021,5, PS5
Joel lara,2021,5, Finally
Komla Ndanou,2021,5, Great console
Alton,2021,5, Very limited
Elmino Jose Pereira Figueira,2021,5, The best console
Amazon Customer,2021,5, Fantastic
Tyler Christeson,2021,5, Love it!
Amazon Customer,2021,5, Awesome
sarmad yonan,2021,5, Good gaming system
David Hernandez,2021,5, Ps5
Adron,2021,2, It was great until....
Luis Gutierrez,2021,5, Ps5
Dominick Cruz,2020,5, Best gaming console out there
Josh Terrill,2020,5, best console ever
Darylann,2020,5, Best GIFT for my son!
Samuel,2021,5, PlayStation 5
Patrick Guertin,2021,5, Super Fast Prime Shipping!
Aaron Fajardo,2021,5, The standard
Okonkwo,2021,5, Great Console
Markus Garcia,2020,5, Recommend
Magaña,2021,5, PS5!!
michelle mack,2021,4, Great
Jordan Owens,2021,5, Love it
Brandon Archer,2020,5, Great Console
Joshua Prendergast,2020,5, Amazing
tommy davis,2021,5, Like everything except 1 thing
Ricardo,2021,5, Extremely satisfied
hector hernandez,2021,5, ps5
Tyler Featherson,2021,5, Happy customer
Marcus Owens,2021,5, It’s a big console
Donta,2021,4, Well worth the wait
Emmanuel,2021,5, I'm in Love with the PS5.
Nadim,2021,5, PS5 FTW
Henry Duong,2020,5, PS5 IS SO SICK
nikki lingenfelter,2021,5, so excited
Her,2020,5, Amazon the place to get a PS5
James,2021,5, Exactly as described
Alvin Braziel,2021,5, Great product
Sai Huang,2020,5, Super Nice
LaChelle Haywood,2021,5, Thank you!
CoolE,2021,5, PS5
Amazon Customer,2020,5, Sweet
Damian,2021,5, Simple as that
Amazon Customer,2021,5, ps5.
J̟͕̞̅̕͢҉o͐ͮ̅s̘͙̓́н̦͈,2021,5," Well, it does the job."
Justin Lane,2021,5, Console is stunning
Katie,2020,5, Best thing I got in 2020 so far
ELAD,2021,5, Love it
Tanner,2021,5, Best gaming console out
Schwanda,2021,4," The games can be an addiction to kids, we as parents have to know when to unplug it and put it away."
Marty White,2021,5, Worth to have it
Néstor Colon,2021,5, Awesome
Gabriela,2020,5, Worth the money
Scott Ayech,2021,5, Ps5 is great
Luis Fernandez,2021,5, Amazing
Woodard Contracting LLC,2021,5, BEST CONSOLE EVER!!!
karina williams,2021,5," My 11 year old was thrilled, no complaints👍🏽"
Kevin Almeida,2021,5, Perfect condition 👏🏻
Sherrell,2020,5, Nice system!
Cody gerber,2020,5, Got lucky to get one
Hunnidstacks,2021,5, Worth the purchase.
Miguel Andon,2021,5, Perfect
Daniel Lopez,2021,5, Fantastic and worked as expected!
Cbaker,2021,5, Best Console of the Year!
Montrael Green,2021,5, Good product
Jaysone Asencio,2021,5, Quite good
nehemiah,2021,5, Oh yeaa
bob Mac,2021,5, PlayStation 5
David Meléndez Rojas,2021,5, Ps5
Franklin Serrano,2021,5, Perfect Purchase👍🏼
Brodrick Thompson,2021,5, Great Machine
James Krick,2021,4, Ps5 great buy!
jorge estevez valera,2021,5, Ps5
Alfredo Hernández,2021,5, Ps5
musa,2021,5, PS5
Jason Mirabal,2020,5, future is here
Jude Anthony Martinez,2021,5, Super love it!
CRS,2020,3, Playstation 5 is here
Mo,2021,5, Great
Craig Atkinson,2021,5, Ps5
Corbin,2021,4, Pay for the Hype
Official_singh,2021,5, Super fast delivery
Amazon customer,2021,5, Great reliable purchase
Garrett Smith,2021,5, Good
Amazon Customer,2021,5, AMAZING
Justin Gerbino,2021,5, Best system!
Youngwildnfree,2021,5, Great console
nguyen duy lam,2020,5, The best console ever!!!
Grady P,2020,5, Great System So Far
Dylan Yeomans,2021,5, Awesome system
Jamie Cuesta,2021,5, Great!
MacarioIgnacio,2021,5, Sony
Bethany S.,2020,5, Great console
eric,2021,5, Soooo good
JaY EveryDay,2021,5, Sweet
heguancheng,2021,5, good
Shannon Peace,2021,5, Best gaming system ever!
Elisa vildosola,2020,5, Excelente entrega
Douglas L,2021,5, Ps5
Gib,2020,5, GOAT
DRamatEYEzBeauty,2021,5, Finally!!!!
Jessy,2021,5, Fast shipping
Fernando Bravo,2021,5, Fast. Next gen
Marcelo,2021,5, Ps5
gotlove4Ubaby,2021,5, The Real Deal
Franklin Cruz,2021,5, Marvelous.
Keron,2021,5, Happy Man
Mikeoleen,2021,5, Amazing
laneasha moore,2021,5, Great
Christian Williams,2021,5, Ps5
Will_Marty,2021,5," Buy if you can, won’t regret it!"
louis,2021,5, you know the vibe
J'Micah Wilson,2021,5, Hard to get but once you get it. Its great
Eulalia Cruz Casas SR,2021,5, Good quality
Sh pranto,2021,5, Haha u don’t have it 😂😂
J Hack,2020,5, SIMPLY AMAZING. THE GOAT.
Rob M,2021,5, Just get yours you will love it!!!
Assad Adam,2021,5, Simple stunning
Brian,2021,5, V
Septimus Connor,2021,5, Everything
Dittles,2021,5, Excellent
Christopher Edmonds,2021,5, I finally got one! 😁
juan martinez,2021,5, Exelente
Steve Givens,2020,5, Awesome Upgrade
JCW,2021,5, Buen Producto
Shyam,2021,5, Great Console
Anh T.,2021,3, Item as expected but a little underwhelming
Mason,2021,5, Another Great Console
Amazon Customer,2021,5, Must buy!
Matthew Cantellano,2020,5, Great!
Phenom,2021,5, :)
Amazon Customer,2021,5, love it
Isaac,2021,5, Go get your
OSCAR ARIAS,2021,5, Ok
Hanjun,2021,5, No
andrew adamczyk,2021,5, Finally got one
Charles,2021,5, We love the ps5
KS,2021,5, What else can u rate it..
Luther,2021,5, Amazing
Rashaad Turpin,2021,5, Got me into Amazon
John Pascual,2021,5, Ps5 in love
Yue Wu,2021,5, great
Packs,2021,5, Playtsation
tmarcus,2021,5, Amazing!
Mark Chavez,2021,5, The FUTURE!
EDDIE,2021,5," Amazing, spatacular"
Alex,2021,5, Imagine not having one
Phil,2021,5, Suck it scalpers
Claudia Ortiz,2021,5, Best gaming console!
Nabihan,2020,5, The future is now oldman
Luis,2021,5, Delivery time was on point
Richie Pheang,2020,5, Shipping & Product
Fernando,2020,5, Ps5 greatness
King Spyda,2021,4, MY NEPHEW LOVES THE PS5!!!
RMR,2020,5, Sony does it again!
ziad,2021,5, good
Alex P,2021,5, Simply amazing
Mo,2021,5, Great product!
Mo,2021,5, Great product!
wilfredo bermudez,2021,5, Use it everyday
Laura K. Stritt,2020,5, Xbox is garbage
Bioptic,2020,5, Amazing console!
Rakhyun K.,2021,5, Nice
Kyle B,2021,5, PS5 Is Great
Casey,2020,5, Next Gen Greatness.
Romaine Eldridge,2021,5, Came as it was supposed to!
Xavier,2021,5, Thanks
Sydney Odom,2021,5, Great
Jacob R,2020,5, Day 1!!!
Anthony russo,2021,5, Love it
shannon velez,2021,5, Ps5
Tasha Ransom,2020,5, PS5 in hand
Marcus Bishop,2021,5, Ps5 rocks
Aren R.,2021,5, Finally got my ps5 after a long wait
Cocokid,2020,5, Don't get left behind
JEFFERY HUMPHREY,2021,5, Great!!
Amazon Customer,2021,5, 5/5
Nientiendo,2021,5, THE BEST CONSOLE!
mcottage,2020,5, Awesome
shawanda,2021,5, Great item to buy.
edward,2021,4, I got one during 1 am playing valorant.
Rubisely Betancourt,2021,5, PS5
Jewun L. Hazel,2021,5, PlayStation 5
Eduardo D Rodriguez,2021,5, Graphics are on point
Ee,2021,4, Needs more memory
Simone,2020,5, Great device. Zero complain 💯
Jesús Luis Martínez,2021,5, Puntual y muy buena consola
Brayden Hines,2021,5, Best Console
Nick DiBene,2021,5, great
Cory Pratt,2021,5, Ps5
antonio shepard,2021,5, 5 stars
stella_xbz,2021,5, Great gift
Yc wang,2021,5, Great product
Eva,2021,5, heck yeah
Steve Garcia,2020,5, If you're buying a PS5 do yourself a favor and also buy Demon Souls.
Nella schell,2021,5, A+
Zagam50,2020,5, PS5 is worth it! Next gen is here!
Teonte,2021,5, I love Sony
Bp,2021,5, Love it so much
Leonard Buxton,2020,5, Happy
Luis,2021,5, Crazy graphics
Amaurys Vargas,2020,5, Arrived on launch day! Works no issues!
Johnathan,2020,5, Next generation goods
Youcef Taleb,2021,5, Literally defies the next generation. ☠️
Tyler B,2021,5, Awesome!!!
Ariel S.,2021,5, Nice
Bianca Pianucci,2021,5, Very excited
kurtis lane,2021,5, Don’t pay 1k fir one stay strong and keep plugging away!
Austin Terry,2020,5, Next-Gen
Debra carpenter,2021,5, Happy hey love
Aubrey Foster,2021,4, WS5
Bapere19,2021,5, Solid
Connie,2020,5, Great buy!
Amazon Customer,2021,5, good
Amazon Customer,2020,5, Next gen!!!
David W,2021,5, PS5 is the shizniz
Ruby,2020,5, Great
Patricia L. Schambach,2021,5, Hours of enjoyment
James Rampage,2021,5, Best console ever
Carlos Jimenez,2020,5, Most talked about item this year!
Raul,2021,5, PS5!
Bradley Gay,2020,5, PS5
Quan,2020,5, Great console
Godofwell,2021,5, Let’s goo
Jeff,2021,5, Perfect order
Johnathon.R,2021,5, .
Nam N. Nguyen,2020,5, Unobtanium
Michael Rojas,2021,5, PS5
Ryan Bolanos,2021,5, Secured the bag
Vincent,2021,5, Super Sick
Amazon Customer,2021,5, Perfect Christmas Present
THE MASTER,2020,2, Ps5 might be the buggiest launch console of all time.
Dariel Santiago,2021,5, Great gaming console
Karim mehnana,2021,5, Fast !!!
Jordan Ryan,2020,5, Gamers Unite!
Anderson Payamps,2020,5, Mis hijos lo aman
Kevin Del Cid,2021,4, PS5 is cool
Gio Escobar,2021,5, Great system
Amazon Customer,2020,5, Amazing product fast shipping
Justin B,2021,4, Very happy with the PS5
santosh,2020,5, Finest gaming device
Ken,2020,5, Good product
Tyrone Welborn,2021,5, Great item!
Amazon Customer,2021,5, Love it!!
Shaun m Dolan,2020,5, In love
kathy quintard,2021,5, Just as promised
Dawtyn deyton,2021,5, Really fast load times
Evan Frasier,2020,5, Don’t drop it lol
Stan,2020,5, great!
Jake farley,2021,5, A++++ shipping
Enrique,2020,5, Satisfied
Wayne,2020,5, True Next Gen
hostile163,2020,5, ps5
Milky Jay,2021,5, Worth the wait. Don't buy at extremely high prices.
Ashton Redd,2020,5, certainly perfect
Jirah Sanchez,2021,5," Arrived earlier than expected. Took a while, but happy it got here safe and sound."
Uriel mercado,2021,5, Truly next gen!
Aziz,2021,5, Nothing
Charly,2020,5, Next gen console
Shimi,2021,5, Love it!
amira,2021,5, I love 💗
L. M,2020,5, My side side bih got it for me
Leo,2021,5, Amazon fast shipping!
Bubba,2021,5, I love it
Karen,2021,3, Great hardware waiting for update
Nicholas Walther,2021,5, It’s cool
Isiah jackson,2021,5, Yeah
MYRNA J RODRIGUEZ,2021,5, Next gen is here
Henry Valverde,2021,5, PS5
Thet Maung,2021,5, The best product
Nanny,2021,3, PlayStation 5 Console
Osiris Rivera,2021,5, Prefect
Hugo Jimenenz,2021,5, It’s awesome 😎
Eli Z.,2021,5, Amazing
M,2021,5, Big time
Edgar Santana,2021,5, I can’t say. But yes.
Javier Serrano,2021,5, Love it.
eltonvasquez,2021,5, Que traten de inviar los pedidos a tiempo espero que eso mejore
E,2021,5, Best console
Klus12,2021,5, Monster consol
Juan Govea,2021,5, Value for money.
Jeffrey Bartemeyer,2021,5, Love it
Miguel A. Vazquez,2021,5, Love it
Julio A Ramos,2021,5, You need one asap
Jonas,2021,5, Awesome
Ryane Martinez,2021,5, PS5
Jason Lapore,2021,5, It's cool ig
Ricardo Palacios jr,2021,5, PS5 Club
Donnie,2020,4, Sealed sticker appears to be tampered
stephen hyungjin park,2021,5, Ps5
Amazon Customer,2021,5, It is a 5 star item
Alain Peña,2020,5, Great
Kevin Beemer,2021,5, So excited to get this product
Austin B,2021,5, my first playstation since ps1
Hazem Najjar,2021,5, Quality
Alex,2021,5, It's a PS5.
Noah Feitosa,2021,5, Great
Steve M.,2021,5, Looks
Dennis K.,2021,5, Awesome
Yousif abou,2021,5, best
Jose,2020,5, Must buy
Hellbound,2020,5, Play Has No limits.
Abel Dagne,2020,5, Great Console
jose,2021,5, It’s great
Cynthia,2020,5, 5/5 highly recommend
Alfonso,2021,5, Good
Amazon Customer,2020,5, Haptic feedback is the future
Ruben,2021,5, Beautiful Console
Nick,2021,5, Great system
Tony Garcia Alfaro,2021,5, 🔥
Vichhean Chhin,2020,5, Wonderful!
JCRGAMEING101,2020,5, Pogchamp
Andrew,2020,5, Let’s see what all the hype’s about
Ananya,2020,5, very good
Jose,2021,4, My box
Luciano,2020,5, Solid console.
Rawand Farhad,2021,5, Sony did it again
Darren stokes,2020,5, It’s amazing
Bailey Alter,2021,5, Good
Miguel A Ruiz,2021,5, Nice looking console.
anthony mercado,2021,5, All
Jordan,2021,5, Hella Good
NAY A.,2021,5, finally
Gui,2021,5, Nice!
Irtiza Choudhry,2020,5, PS5
Sonny D,2020,5, So nice
Clint Baylon,2021,5, Nice
Mane043,2020,5, Delivery Safe!
Hailee Nicole Austin,2020,5, Ps5
Amazon Customer,2021,5, Easy!
John Vasquez,2020,5, AMAZING
Daylon Holmes,2020,5, OMG!!!
Paul Taglialatela,2021,5, PlayStation 5
letier santana,2020,5, amazing
Ivanna,2021,5, You'll love it
Mike Platel,2021,5," Good luck beating bots, but its great"
Henry Perla,2021,5, Impressive
Amazon Customer,2021,5, PS5
Jorge Donjuan,2021,5, PS5
Sathvik,2021,5, Ps5
Cassie Moran,2020,5, Perfect Gift!
Kelvin,2021,4, Meh
Tyler,2020,5, Great uprade over PS4
L. TAYLOR,2020,5, Already lives up to expectations. The future is here
Howard Wei,2021,5, Best console
Cole Banuelos,2020,5, Great system
Kevin,2020,5, Bad Af
Chris Touch,2020,5, Nice
Amazon Customer,2020,5, Day 1 owner
Alvis,2021,5, Great product
Adam,2021,5, Nice
Martian,2020,5, Next Gen is here
Kateryna,2021,3," For this money I received a damaged box and was nervous about it, because I bought it for a gift"
N. Cabrales,2021,5, Finally 😁
Kevin Stepheny,2020,5, Nice
Taha,2021,5, Very pleased
Gaston Azubel-Goldstein,2021,5, Outstanding
Christian,2021,5, Amazing
Jean Beauvil,2021,5, Love it
Michael Nowicki,2021,4, Great
Siraj,2021,5, it was great work and fast ship
Steven,2020,5, LO MEJOR!!!
J.C.,2021,5, .
Trusty Rombone,2020,5, plays netflix good
Justin Eugene DePugh,2021,5, :)
Shadi,2021,5, Nice!
Albert,2021,5, Chill
Benjamin Aabakken,2021,5, nice
Josh,2021,5, amazing
Cesar Nava,2021,5, Nice
Alex Saddler,2021,5, PS5 is the best!
Jose,2021,5, Ps5
Jorge guillen,2021,5, Ps5
Tatyann Bent,2021,5, 10/10
Honeydew,2021,5, Great PS5
Alcerio,2020,5, Awesomw!
Hassan Khan,2021,5, PS5
Bernard paramore,2021,5, Tempting
Tha Dude,2021,3, Not new as advertised
Abraham,2020,5, 100% better
Edgar R.,2021,5, Was a great choice! happy
Walker Nash,2021,5, Getting one of these at retail is always a treat
Anthony Moreno,2021,5, Amazing Console
Ershaid Alrashaidi,2020,5, Amazing console it’s big boy but who cares it’s super fast and beautiful looking machine!!
Duncan King,2020,5, Good improvments
Joshua Blaze,2020,5, Fast quiet and does the job
Kendall Gardner,2020,5, It is amazing.
Maritza C.,2021,1, Was working great. Into it failed...
Victorsorullo,2021,5, Ps5
Amazon Customer,2021,5, Amazing!
Austin,2020,5, on time delivery!
Adam koper,2021,5, It sells
Brandon Big Soldier,2020,5, It’s a ps5 and it’s great.
Salar Qureshi,2020,5," Fast, safe, accurate 👍🏽"
Cameron Nelson,2020,5, Big Boi
LPoole,2020,5, PS5 🔥
obamaspotify,2020,5, Goodbye ps4....
Rudy ortez,2021,5, Great 👍🏼
Starmark,2021,5, Fun.
chris,2021,5, MUST HAVE!
Matt stark,2020,5, ps5
happyDee,2021,5, My son loves it!
Timothy Moss,2021,5, Superb!
Amazon Customer,2020,5, The Best
Amazon Customer,2021,5, Fiya
Armando zamora,2021,5, Better than Xbox
Anthony Hernandez,2020,5, Next Gen is here!
Francisco Lopez,2021,5, Excellent
Jesus Torrealba,2021,5, Amazing
Kyle,2020,5, PS5
Amazon Customer,2021,5, Great Deal.
Raging Noobie,2020,5, Best console Sony has produced since PS2
Neftali,2021,5, Great
zl,2020,5, greatest console ever.
alezah,2021,4, Ps5 review
Jeremy Yorke,2021,5, Ps5
Kelton,2021,5, Worth the hours I spent online fighting bots and scalpers
Amazon Customer,2021,5, Love it
F.Rod,2021,1, Another Sony letdown
Kaylee,2021,5, Great
Mayra,2020,5, Buy it
christopher,2021,5, 🤤🤤🤤
Marielena Cook,2020,5, Super Cool
Skolar702,2021,5, Love it
Nando007,2020,5, GGWP PS5
David,2020,5, Ps5 Gamer
Johnathan,2021,5, NEXT GEN!
Shawn,2021,5, Great
Renz Escandor,2020,5, Very good
Brian DaSilva,2021,5, Ps5 purchase
Brush,2021,5, We love it!
Jose Mena,2020,5, Ps5
orlando,2021,5, Ps5
Christian,2020,5, That delivery day was my Xmas
Diego Perez,2020,5, Beast
Erick Suarez,2021,5, Box handling could be better
Domingo,2020,3, Came with a bunch of bugs
Francisco,2020,5, Worth the price
Wood,2021,5, Great system but hard to get
Hahazel,2020,5, Best next gen!
Isaac Olivares,2021,5, Stimmy came in clutch
Rafi,2021,5, Nice
Arjan,2021,5, Nice
Jose Martinez,2020,5, It’s lit
Thuy,2021,5, Verry good
Alex,2020,5, SP5
Brenda,2020,5, No Limits
baxter,2020,5, Ps5 on top
David John,2020,5, Amazing
Diego Castillo,2020,5, Awesome
Alfonso,2020,5, Came quick
Andres,2020,5, Great Consol
Victor,2020,5, Better then expected
Cindy,2020,5, #1 platform - fast shipping - enjoyed by all !
lothar590,2020,5, Good
Mario Sanchez,2020,5, The PS5 remote just gives you a far more deeper experience with games now!
Erik Brown,2020,5, PS5
delano t.,2020,5, ITS LITT
Nero Angelo,2020,5, disc version
Jessica,2020,5, 😍😍
gabe huff,2020,5, Amazing
Nery,2020,5, Very happy!
Muu hamad,2020,5, Worth it
Frank Rodriguez,2020,5, Love it
Zach Medeck,2020,1," PS5 Dead on Arrival, Terrible Support by Sony"
Amazon Customer,2020,5, Great
Amazon Customer,2021,1, The shipping packaging was the worst ive ever seen….
Henry Mallory Jr.,2020,5, Amazing
Jaydan Figley,2021,3, It’s works great didn’t like the price though lol
NuggetsRams370,2020,5, Happy camper
Blake Phillips,2020,5," The low stock really sucks, but the ps5 is fine. its exactly what you expect from Sony."
Isaac,2020,5," If you can get it, GET IT!"
Ben,2020,5, very nice
Jackie Stallard,2020,5, no problems at all
Latrelle,2020,4, Amazon came through with the pre order!
Fantasyxo,2020,5, Yessir
Jay Patel,2021,3, Mid at most.
Vikash,2021,3, In good condition but pay $260 import fee
George,2020,3, Woah! Have been having so much fun!
jaime ruperto,2020,4, Love it
Daniel Chee,2021,3, Much sought after item but
655321Amazon Customer655321,2020,1, PS5 is a buggy mess that crashes within 5 minutes!
K. Carter,2021,3, Disc drive doesn't work
jian hng,2021,3, Hard to get
Joshua Fellers,2021,3, Great but full of bugs
Roey,2021,3, Software issues
Amazon Customer,2020,1, PS5 NOT WORKING
Agteyiiccvjk,2020,3, Not at all what it’s hyped to be.
Eloy V,2021,2, Shipped fast with not enough care
Casey Smith,2021,2, I dub it the PoS5
LB,2021,1, Quiet I think not!
Jared,2021,2, Too much money for what it is
Juan V,2021,3, Finally got mine!!!
CrownofKings,2021,2, Faulty Hardware and slow shipping.
Grace,2023,5, Yeah it's good.
Omnipsyte,2021,3, Got what I expected at a very high markup.
Chole,2021,3, When you can get one you'll usually get to actually get it
Devin Dionne,2021,1," You aren’t missing out, don’t worry"
Jessica N. Pham,2021,1, NOT WORTH THE HYPE
JC,2020,1, Beware of hardware failures! Error CE-108255-1
James,2020,2, Wait to buy
Daanish Fiaz,2020,1, PS5 is Dead and won't turn on.
Beau,2021,3, Next gen overrated
jamie d lee,2021,2, So expensive!
Ruth Williams,2022,2, 4 months in and system failure
ErinE,2020,1, Broken
Stephen W. Jones,2020,1, Bricked after 3 Hours of play!!!
Tim,2021,2, Inconsistent network connection
AS,2022,1, Arrived with a HUGE dent in it!
Joe Bailey,2022,1, PANDEMIC EPIDEMIC
Matthew A. Doyle,2021,2, Ps5
Andrew,2022,1, Horrible do not buy. Less then 3 minutes and I got the green screen of death
Renaldo Bowen,2021,2, Please be more careful
MidwestMom,2021,1, Don't but
User2000,2021,1, Waste of money
Michael,2021,1, Not impressed at all
Amazon Customer,2020,1, Need More Inventory there are people who have tried getting the console since preorders started
Anonymous,2023,1, It stopped working after a couple of years
Logan Dietz,2021,1, Controller is 70 dollars but experienced issues within a year
Javier,2021,2, Coprar si restrisines de sona demografica.
Keith,2020,2, Incomplete package
Seriously sony?,2020,1, WARNING
wormy,2022,1, they said used and boy it was used!!
Babak,2021,1, Disappointed with customer service
Clinton G Wendorf,2021,2, Kinda disappointing
bart,2021,2, not much memory
Adrain,2021,1, not working
paul,2020,1, Open box
Courtney Williams,2021,1, BROKEN PS5 DELIVERED
